ID,Mixture_Model,Model_Count
R12436,"MIX{TPM3u+FO,K2P}+I+R3",2
R12437,HKY+FO+I,1
R12438,TPM3u+FO+I,1
R12439,K2P+G4,1
R12441,"MIX{TPM3u+FO,TNe}+I+G4",2
R12444,"MIX{TPM3,JC}+G4",2
R12445,HKY+FO,1
R12448,"MIX{TPM3u+FO,JC}+I+G4",2
R12450,"MIX{K2P,K2P}+R2",2
R12452,TPM3+I,1
R12454,"MIX{TPM2u+FO,JC}+G4",2
R12460,"MIX{TPM3u+FO,TPM3}+R3",2
R12466,TPM3u+FO+G4,1
R12467,HKY+FO+I,1
R12468,HKY+FO+I,1
R12469,"MIX{HKY+FO,JC}+G4",2
R12473,HKY+FO+I,1
R12475,JC,1
R12478,"MIX{TPM3u+FO,SYM,K3P,F81+FO}+I+G4",4
R12479,TPM3u+FO+G4,1
R12480,"MIX{TPM3u+FO,JC}+R2",2
R12482,"MIX{TIM3+FO,K2P}+R3",2
R12484,"MIX{TIM3e,TPM3}+R2",2
R12485,"MIX{HKY+FO,TPM2}+I",2
R12490,"MIX{TIM3+FO,TPM3}+I+G4",2
R12493,F81+FO,1
R12495,"MIX{HKY+FO,JC}+I",2
R12500,TN+FO+I,1
R12506,"MIX{TNe,TNe}+G4",2
R12507,"MIX{HKY+FO,JC,HKY+FO}+I",3
R12508,"MIX{HKY+FO,JC}+I+R2",2
R12509,"MIX{HKY+FO,K2P,F81+FO}+G4",3
R12512,"MIX{K2P,JC}+G4",2
R12513,TPM3+R2,1
R12514,"MIX{K2P,JC}+I",2
R12515,"MIX{TPM3u+FO,K2P}+I+R2",2
R12521,"MIX{TPM3,JC}+I+G4",2
R12524,"MIX{TN+FO,F81+FO}+I",2
R12525,"MIX{TPM3,JC}+R2",2
R12526,"MIX{TPM2,K2P}+R2",2
R12528,K3Pu+FO+I,1
R12532,K2P+G4,1
R12536,"MIX{K2P,K2P}+G4",2
R12538,F81+FO,1
R12543,TIM3+FO+G4,1
R12549,HKY+FO+I,1
R12553,F81+FO+I,1
R12555,TN+FO+I,1
R12557,JC+I,1
R12558,HKY+FO+R2,1
R12559,TIM2e+I,1
R12560,HKY+FO+G4,1
R12561,HKY+FO+I,1
R12564,HKY+FO,1
R12570,K2P,1
R12575,TPM3+G4,1
R12578,"MIX{TIM3e,TPM2}+G4",2
R12582,K2P+G4,1
R12583,TNe+I,1
R12587,TPM3u+FO+I,1
R12595,"MIX{TIM3e,K2P}+G4",2
R12602,"MIX{TIM3+FO,JC,GTR+FO}+G4",3
R12610,HKY+FO+I,1
R12620,"MIX{TPM3,TPM3}+I+G4",2
R12621,"MIX{TPM3u+FO,JC}+R3",2
R12630,TPM3u+FO+I,1
R12633,TN+FO+I,1
R12638,"MIX{TPM3u+FO,F81+FO}+I+R2",2
R12639,"MIX{TPM3u+FO,HKY+FO,TPM3,K3P}+I+R2",4
R12646,TIM3+FO+I,1
R12652,"MIX{HKY+FO,JC}+R2",2
R12654,"MIX{TPM3,JC}+I+G4",2
R12660,"MIX{TPM3,TPM3}+R2",2
R12663,"MIX{HKY+FO,JC}+R2",2
R12665,"MIX{TPM3u+FO,JC}+G4",2
R12667,"MIX{TPM3u+FO,TPM3,K2P}+I+R2",3
R12669,"MIX{TPM3u+FO,TPM3}+R3",2
R12670,TN+FO+I,1
R12673,F81+FO+I,1
R12682,TN+FO+I,1
R12684,"MIX{HKY+FO,F81+FO,JC}+G4",3
R12686,"MIX{GTR+FO,HKY+FO}+I+R2",2
R12689,"MIX{TPM3u+FO,TPM3}+I+G4",2
R12695,"MIX{TPM3u+FO,JC,HKY+FO,K2P,F81+FO}+I+G4",5
R12702,"MIX{TIM3e,TIM3+FO,TIM+FO}+I+G4",3
R12704,"MIX{HKY+FO,F81+FO,F81+FO,F81+FO}+I+R2",4
R12705,"MIX{TIM3+FO,TPM3,JC}+G4",3
R12712,"MIX{TIM3e,TPM3}+R2",2
R12720,"MIX{TPM3u+FO,K2P}+I",2
R12722,"MIX{HKY+FO,JC}+G4",2
R12723,TPM3+I,1
R12725,"MIX{HKY+FO,K2P}+I",2
R12726,K2P+I,1
R12727,HKY+FO+I,1
R12731,"MIX{K2P,JC,F81+FO}+I+G4",3
R12733,"MIX{HKY+FO,K3Pu+FO}+R2",2
R12734,K2P+I,1
R12737,"MIX{TPM3u+FO,JC}+I+R2",2
R12739,"MIX{TPM3u+FO,JC}+G4",2
R12740,TPM3+G4,1
R12743,"MIX{TIM3e,JC}+R3",2
R12753,"MIX{TIM3+FO,TNe}+I",2
R12755,TPM3u+FO+G4,1
R12762,"MIX{TIMe,K3P}+R3",2
R12768,"MIX{TIM3+FO,JC}+G4",2
R12769,"MIX{K2P,JC}+R2",2
R12773,TVM+FO+G4,1
R12775,K2P+I,1
R12780,TPM3+I,1
R12787,"MIX{TIMe,TIMe}+I+G4",2
R12794,HKY+FO,1
R12797,TIM3e+I+G4,1
R12824,"MIX{TPM2u+FO,F81+FO}+G4",2
R12827,"MIX{TPM3,JC}+I+G4",2
R12838,K2P+I,1
R12840,K2P+R3,1
R12844,"MIX{TIM3+FO,TIM2+FO,JC,K3Pu+FO}+I+G4",4
R12845,TIM3+FO+I+G4,1
R12854,"MIX{TIM3+FO,TPM3}+I",2
R12855,"MIX{TPM3,JC}+R2",2
R12861,"MIX{TPM3u+FO,K3P}+R3",2
R12863,"MIX{K2P,TPM3}+I",2
R12865,"MIX{TPM3u+FO,TPM3}+I+R2",2
R12866,"MIX{TPM3,JC}+G4",2
R12867,"MIX{TPM3u+FO,TPM3,K3Pu+FO}+I+G4",3
R12870,"MIX{TPM3u+FO,F81+FO,HKY+FO}+G4",3
R12878,TIM+FO+I,1
R12880,"MIX{TPM3u+FO,F81+FO}+I+G4",2
R12885,"MIX{TPM3u+FO,TPM3}+R3",2
R12886,TN+FO+I,1
R12889,"MIX{K3P,TPM3}+R2",2
R12897,"MIX{TPM3u+FO,JC}+G4",2
R12904,HKY+FO+G4,1
R12906,"MIX{TIM3e,JC}+G4",2
R12910,"MIX{TPM3,TPM3}+I+G4",2
R12911,"MIX{TPM3,F81+FO,TN+FO}+I+R2",3
R12912,TPM2+I,1
R12919,"MIX{TIM3+FO,TPM3}+R3",2
R12921,TPM3u+FO+I+R2,1
R12922,"MIX{K2P,JC}+R2",2
R12928,"MIX{TN+FO,JC}+I+G4",2
R12932,TPM3u+FO+G4,1
R12934,K2P+G4,1
R12935,TIM3+FO+I,1
R12937,"MIX{TPM3,K2P}+I",2
R12938,TPM3u+FO+I,1
R12939,JC,1
R12942,K2P+I,1
R12951,"MIX{TPM3,F81+FO}+R2",2
R12953,TPM3+R2,1
R12954,"MIX{TIM3+FO,TIM+FO,K3P,JC}+I+R2",4
R12957,"MIX{K2P,JC}+I",2
R12958,"MIX{TPM3u+FO,JC}+R3",2
R12961,TPM3u+FO+I,1
R12962,TPM3u+FO+I,1
R12965,TIM+FO+I+R3,1
R12966,"MIX{TPM3,JC}+G4",2
R12970,"MIX{TPM3,JC}+R2",2
R12974,HKY+FO+G4,1
R12989,TIM2e+I,1
R12991,"MIX{TPM3u+FO,K2P}+G4",2
R12992,"MIX{K2P,JC}+R2",2
R12993,TPM3+G4,1
R12994,TIM3+FO+I+G4,1
R12996,"MIX{TPM3u+FO,F81+FO,JC}+I+G4",3
R12997,K2P+I,1
R12999,"MIX{TPM3u+FO,JC}+R3",2
R13000,TPM3u+FO+I+G4,1
R13002,TPM3+I,1
R13006,"MIX{F81+FO,JC}+I",2
R13011,TNe+I,1
R13016,TIM2+FO+I+G4,1
R13017,"MIX{TPM3u+FO,JC,K2P}+G4",3
R13024,TIM+FO+I,1
R13027,"MIX{K3Pu+FO,F81+FO}+I",2
R13029,"MIX{TNe,JC}+I",2
R13034,"MIX{TPM3u+FO,JC}+G4",2
R13035,K2P+I,1
R13036,HKY+FO+I,1
R13037,HKY+FO+G4,1
R13038,"MIX{TN+FO,TPM3u+FO}+I+R2",2
R13039,"MIX{TNe,JC}+R2",2
R13040,"MIX{TIM3e,TNe}+G4",2
R13044,"MIX{TPM3,JC}+G4",2
R13049,"MIX{HKY+FO,JC}+G4",2
R13050,"MIX{TPM2,TPM3u+FO}+I+R2",2
R13052,TPM3u+FO+G4,1
R13053,TVMe+I,1
R13055,"MIX{TPM3,TPM3u+FO}+I+G4",2
R13060,"MIX{TPM3u+FO,JC}+R3",2
R13067,"MIX{K2P,JC}+R2",2
R13069,"MIX{K2P,F81+FO}+I",2
R13072,"MIX{TIM3+FO,TN+FO}+G4",2
R13073,K2P+G4,1
R13074,"MIX{HKY+FO,K2P}+I",2
R13078,"MIX{K2P,JC}+I+G4",2
R13083,"MIX{TIM3e,K2P}+R2",2
R13085,"MIX{TPM2u+FO,JC}+R2",2
R13089,"MIX{K2P,HKY+FO}+I",2
R13090,"MIX{TPM3u+FO,TPM3,JC}+I+R2",3
R13091,K3P+I,1
R13092,TIM3+FO+I,1
R13093,"MIX{TPM3,TPM3}+R3",2
R13095,"MIX{TPM3u+FO,TPM3}+I+R2",2
R13096,"MIX{TPM3u+FO,F81+FO}+R3",2
R13101,"MIX{TPM3u+FO,TVM+FO}+I",2
R13105,K2P+I,1
R13106,JC+I,1
R13112,JC+I,1
R13113,K3Pu+FO+I,1
R13114,TIM2+FO+I,1
R13117,"MIX{TPM3u+FO,JC}+R2",2
R13119,"MIX{HKY+FO,JC}+G4",2
R13120,TN+FO+G4,1
R13123,JC,1
R13124,K2P+I,1
R13125,"MIX{K2P,JC}+G4",2
R13127,TPM3+I+G4,1
R13130,K3Pu+FO+G4,1
R13132,"MIX{TPM3,TPM3}+I",2
R13134,K2P+G4,1
R13139,K2P+I,1
R13141,F81+FO+I,1
R13143,K2P+G4,1
R13145,TPM3u+FO+G4,1
R13146,"MIX{HKY+FO,JC}+G4",2
R13147,"MIX{HKY+FO,JC}+I",2
R13170,"MIX{TN+FO,JC}+I",2
R13172,"MIX{TN+FO,JC}+I",2
R13174,"MIX{TIM3+FO,TPM3,TNe}+I+R2",3
R13179,"MIX{TPM3u+FO,TPM3}+I",2
R13185,"MIX{HKY+FO,JC}+R3",2
R13186,"MIX{TIM3e,TN+FO}+I+G4",2
R13187,"MIX{TN+FO,F81+FO}+I",2
R13188,K3Pu+FO+I,1
R13208,"MIX{TPM3,JC}+R2",2
R13209,"MIX{TPM3u+FO,TPM3}+I",2
R13211,TPM3u+FO+G4,1
R13213,"MIX{K3P,JC}+I+G4",2
R13216,"MIX{TIM3e,TPM3,JC}+I+R2",3
R13217,"MIX{TPM3u+FO,TPM3,JC,TPM2}+R2",4
R13218,TPM3+I,1
R13219,"MIX{HKY+FO,JC}+G4",2
R13225,"MIX{TIM3e,K2P}+G4",2
R13232,"MIX{HKY+FO,JC}+I",2
R13248,"MIX{TIM3e,TPM3,JC}+R2",3
R13262,TPM3+I,1
R13265,HKY+FO+G4,1
R13267,"MIX{TNe,JC}+I",2
R13268,"MIX{TPM3,TPM3}+I+R2",2
R13270,"MIX{TPM3,JC,TPM3u+FO}+G4",3
R13271,K2P+I,1
R13273,"MIX{TPM3u+FO,TPM3}+G4",2
R13274,"MIX{TVM+FO,JC,TN+FO}+I+R2",3
R13284,"MIX{TPM3,TPM2}+I",2
R13285,"MIX{TIM3e,JC}+I+G4",2
R13288,"MIX{TIM3+FO,K2P}+I",2
R13302,"MIX{TPM3,TPM3}+I+G4",2
R13304,"MIX{TIM3+FO,JC,F81+FO}+G4",3
R13305,"MIX{TIM2+FO,HKY+FO}+I",2
R13307,"MIX{K3P,K2P}+G4",2
R13308,"MIX{TPM3u+FO,K2P}+R2",2
R13309,"MIX{TPM3u+FO,F81+FO}+I+G4",2
R13311,"MIX{TPM3,K2P}+G4",2
R13312,K2P+I,1
R13313,TPM3u+FO+G4,1
R13318,"MIX{K2P,K3P}+I+G4",2
R13331,"MIX{TPM3,JC}+R2",2
R13333,"MIX{HKY+FO,K2P}+I",2
R13334,"MIX{K2P,K3Pu+FO}+R2",2
R13338,"MIX{TPM3u+FO,TIM3e}+R3",2
R13339,"MIX{TIM3+FO,TIM3+FO,HKY+FO}+I+R2",3
R13348,TPM3u+FO+I,1
R13349,"MIX{TPM3,TPM3}+I+R2",2
R13352,"MIX{TPM3u+FO,TPM3}+G4",2
R13354,"MIX{TPM3u+FO,F81+FO}+I+R2",2
R13355,"MIX{TPM3u+FO,JC}+G4",2
R13360,HKY+FO+I,1
R13364,"MIX{TPM3u+FO,JC}+I+G4",2
R13365,"MIX{TVM+FO,TN+FO}+G4",2
R13366,HKY+FO+I,1
R13368,"MIX{TN+FO,JC}+G4",2
R13369,"MIX{TPM3u+FO,K2P}+R3",2
R13376,HKY+FO+G4,1
R13381,"MIX{TPM3u+FO,TPM3}+R3",2
R13382,"MIX{TPM3u+FO,K2P}+I",2
R13385,"MIX{TIM3+FO,TPM3}+I+G4",2
R13390,TIM+FO+I,1
R13399,"MIX{K2P,JC}+I",2
R13407,TPM3u+FO,1
R13412,"MIX{TPM3,TVMe,HKY+FO}+G4",3
R13420,"MIX{TPM3,K2P}+R2",2
R13425,"MIX{HKY+FO,K3P}+I+G4",2
R13428,"MIX{TPM3u+FO,TVMe}+I",2
R13430,"MIX{TN+FO,JC}+I",2
R13435,HKY+FO+I,1
R13437,"MIX{TVM+FO,K2P}+I",2
R13438,"MIX{TIM3e,K2P}+I+R2",2
R13444,"MIX{TN+FO,JC}+I+G4",2
R13448,K2P+G4,1
R13450,"MIX{TPM3u+FO,K3Pu+FO,K3P}+I+G4",3
R13451,"MIX{TNe,JC}+G4",2
R13453,TN+FO,1
R13456,"MIX{TIM3+FO,JC,TIM3e,F81+FO}+G4",4
R13457,TPM3+R2,1
R13459,TPM3+I,1
R13465,"MIX{TIM+FO,JC}+I",2
R13466,TPM3u+FO+R3,1
R13468,TPM3+I,1
R13469,TPM3u+FO+I,1
R13473,"MIX{TPM3u+FO,F81+FO,TNe,TN+FO}+G4",4
R13474,TNe+I,1
R13475,TPM3+I,1
R13476,TIM3e+I+G4,1
R13477,K2P+I,1
R13478,"MIX{HKY+FO,JC}+I",2
R13479,"MIX{K2P,JC}+G4",2
R13480,"MIX{TIM3e,F81+FO,JC}+I+R2",3
R13481,"MIX{TPM3u+FO,K3P,TIM2+FO,JC}+R2",4
R13483,"MIX{TPM3,TPM3}+R2",2
R13488,"MIX{TPM3u+FO,K2P}+I+G4",2
R13489,"MIX{HKY+FO,JC}+I",2
R13492,"MIX{TIM3e,TPM3}+I",2
R13493,"MIX{TPM3u+FO,TPM3,JC}+R3",3
R13494,"MIX{TPM3u+FO,F81+FO,K2P}+I+G4",3
R13498,TPM3+I,1
R13509,TPM3u+FO+G4,1
R13511,"MIX{TNe,JC}+R2",2
R13522,"MIX{TIM3e,K2P}+G4",2
R13533,"MIX{TPM3u+FO,TPM3,K3Pu+FO,F81+FO}+R3",4
R13534,"MIX{TPM3u+FO,F81+FO}+I",2
R13536,"MIX{SYM,TIM3e,TVMe}+I+R2",3
R13547,TPM3+I,1
R13548,"MIX{TPM3u+FO,TPM3,JC}+I+R2",3
R13551,"MIX{TPM3,F81+FO,JC}+R2",3
R13557,"MIX{K2P,JC}+I",2
R13558,"MIX{TN+FO,JC}+G4",2
R13559,"MIX{TIM3e,TPM3,JC}+I+R2",3
R13569,"MIX{TPM3,TVMe,JC}+R2",3
R13601,K3P+G4,1
R13607,TPM3+I,1
R13612,"MIX{TPM3u+FO,TIM3+FO,K2P,JC}+G4",4
R13618,"MIX{TPM3,TIM3e}+R2",2
R13623,"MIX{TPM3,TPM3}+I+G4",2
R13624,"MIX{HKY+FO,F81+FO,JC}+I+G4",3
R13627,TPM3u+FO+I,1
R13631,JC+I,1
R13632,"MIX{TPM3,JC}+G4",2
R13634,"MIX{TIM3e,K2P}+I+R2",2
R13640,TIM+FO+I,1
R13641,TPM3u+FO+G4,1
R13643,"MIX{TN+FO,JC}+I",2
R13645,"MIX{TPM3,JC}+R2",2
R13648,TPM3u+FO+I,1
R13654,"MIX{TN+FO,TPM3}+G4",2
R13750,"MIX{TVM+FO,JC}+I",2
R13799,"MIX{TPM3u+FO,TPM3}+R3",2
R13944,"MIX{K3Pu+FO,HKY+FO}+I+R2",2
R13945,"MIX{F81+FO,F81+FO}+G4",2
R13974,"MIX{TIM3e,JC}+I",2
R13981,"MIX{TPM3u+FO,TN+FO,TIM2+FO}+G4",3
R13982,TPM3+I,1
R13990,"MIX{HKY+FO,JC}+I",2
R13991,TIM3e+I,1
R13995,"MIX{TN+FO,TNe,TPM3}+I+R2",3
R14000,"MIX{TPM3,JC}+I+G4",2
R14001,"MIX{TPM3u+FO,TPM3,TPM3u+FO,JC}+I+R2",4
R14004,"MIX{K2P,JC}+I+G4",2
R14005,TPM2+I,1
R14006,TIM3+FO+I,1
R14013,K2P+I,1
R14016,"MIX{TPM2u+FO,JC}+I",2
R14018,"MIX{TPM3u+FO,TIM+FO}+I+G4",2
R14025,"MIX{TPM3u+FO,F81+FO}+I+R2",2
R14028,K3Pu+FO+I,1
R14029,"MIX{HKY+FO,JC}+G4",2
R14032,TPM3u+FO+I,1
R14033,"MIX{TPM3u+FO,JC,TPM2}+I+R2",3
R14041,"MIX{TIM3+FO,TPM3,JC}+I+R2",3
R14043,TIM3+FO+G4,1
R14048,"MIX{K2P,JC}+G4",2
R14051,"MIX{HKY+FO,TPM3}+G4",2
R14055,TIM3+FO+I,1
R14061,TPM3u+FO+G4,1
R14064,HKY+FO+I,1
R14066,"MIX{TPM3u+FO,F81+FO,K2P}+I+R2",3
R14068,TPM3u+FO+G4,1
R14069,"MIX{TPM3u+FO,JC}+R2",2
R14077,"MIX{TPM3u+FO,JC}+R2",2
R14081,"MIX{HKY+FO,JC}+G4",2
R14088,"MIX{TPM3u+FO,TIM+FO}+R2",2
R14094,JC+I,1
R14095,"MIX{TPM3,JC}+R3",2
R14099,"MIX{K2P,K2P}+I+G4",2
R14103,"MIX{TPM3,K2P}+R2",2
R14105,"MIX{TPM3u+FO,JC}+R3",2
R14109,"MIX{TPM3,TPM3,F81+FO}+I+G4",3
R14117,"MIX{TPM3u+FO,JC}+I+G4",2
R14119,"MIX{TPM3,TPM3}+I",2
R14125,"MIX{K2P,JC}+I",2
R14136,"MIX{K2P,JC}+I",2
R14138,TPM3+I,1
R14139,HKY+FO+G4,1
R14143,TPM3+I,1
R14144,"MIX{TPM3u+FO,TN+FO}+I+G4",2
R14147,"MIX{TVM+FO,F81+FO,TNe}+I+R2",3
R14151,"MIX{TIMe,K2P}+I",2
R14155,K2P+I,1
R14161,"MIX{TPM3u+FO,TPM3}+I+G4",2
R14167,"MIX{TPM3,JC,F81+FO}+I+R2",3
R14168,K2P+G4,1
R14175,"MIX{HKY+FO,JC}+I",2
R14191,TPM3+I,1
R14193,"MIX{TN+FO,JC}+I",2
R14196,K2P+I,1
R14202,"MIX{K2P,TPM3u+FO}+G4",2
R14227,"MIX{HKY+FO,JC}+I+G4",2
R14229,TN+FO+G4,1
R14230,"MIX{HKY+FO,TNe,JC}+I+G4",3
R14233,"MIX{TIM3e,TPM3,JC}+R2",3
R14237,"MIX{K2P,JC}+I+G4",2
R14240,"MIX{TIM3+FO,TPM3}+I",2
R14243,"MIX{TN+FO,JC}+I",2
R14244,TNe+I,1
R14245,TPM3+G4,1
R14249,TPM3u+FO+G4,1
R14250,HKY+FO+I,1
R14252,"MIX{HKY+FO,JC}+I",2
R14253,"MIX{TPM3u+FO,K3P}+G4",2
R14254,"MIX{K2P,JC}+I+G4",2
R14257,TN+FO+I,1
R14264,"MIX{HKY+FO,JC}+R2",2
R14265,"MIX{TPM3u+FO,JC}+I+R2",2
R14266,"MIX{TPM3u+FO,JC}+I",2
R14268,HKY+FO+R2,1
R14271,"MIX{TN+FO,JC,TNe}+I+R2",3
R14272,"MIX{HKY+FO,JC}+G4",2
R14273,K2P+G4,1
R14274,"MIX{TIM+FO,JC}+I+G4",2
R14277,K2P+G4,1
R14278,"MIX{TPM3u+FO,JC}+R3",2
R14279,"MIX{TPM3u+FO,TPM3}+R2",2
R14282,TPM3u+FO+G4,1
R14284,"MIX{TPM3,TPM2}+R2",2
R14285,K2P+I,1
R14286,K2P+G4,1
R14288,"MIX{K3P,JC}+R2",2
R14291,"MIX{K2P,JC}+I",2
R14297,"MIX{TIM3e,JC,TNe}+I+R2",3
R14298,"MIX{HKY+FO,K2P}+I",2
R14299,"MIX{TPM3u+FO,JC}+I+R2",2
R14300,"MIX{TPM3u+FO,TIM3e,JC}+I+R2",3
R14302,"MIX{TPM2,JC}+G4",2
R14306,TPM2u+FO+I,1
R14310,TPM3+I,1
R14312,"MIX{TPM3u+FO,JC}+I",2
R14315,"MIX{TPM3u+FO,JC}+I",2
R14316,"MIX{TPM3u+FO,JC}+R2",2
R14319,K2P+G4,1
R14320,TPM3u+FO+G4,1
R14323,HKY+FO+I,1
R14325,TIM3+FO+I,1
R14328,"MIX{K2P,JC}+I",2
R14329,K2P+R2,1
R14334,"MIX{TPM3,JC}+I+R2",2
R14335,K2P+G4,1
R14339,"MIX{TPM3,TPM2}+G4",2
R14344,"MIX{TIM3e,TPM3}+I+R2",2
R14345,"MIX{K2P,JC}+I+G4",2
R14346,"MIX{K2P,JC}+I",2
R14348,K2P+I,1
R14349,"MIX{TIM3e,JC}+I+R2",2
R14351,K2P+I,1
R14352,"MIX{TIMe,JC}+I+R2",2
R14354,TN+FO+G4,1
R14355,TPM3u+FO+R2,1
R14356,"MIX{TPM3,TPM3}+G4",2
R14358,F81+FO+I,1
R14359,"MIX{TPM3u+FO,JC}+I+G4",2
R14361,"MIX{HKY+FO,JC}+R3",2
R14364,TPM3u+FO+I,1
R14366,"MIX{TPM3u+FO,TPM3}+R3",2
R14368,"MIX{TPM3u+FO,JC,TN+FO}+G4",3
R14372,"MIX{TPM3,TPM3}+R3",2
R14373,"MIX{TIM3+FO,TPM3,HKY+FO}+I",3
R14377,"MIX{TIM+FO,F81+FO}+I",2
R14378,"MIX{TPM3,JC}+R2",2
R14384,"MIX{HKY+FO,K2P}+I+G4",2
R14385,"MIX{HKY+FO,JC}+I",2
R14387,K2P+I,1
R14394,HKY+FO+G4,1
R14396,"MIX{TVM+FO,TPM3,K3Pu+FO}+I+R2",3
R14397,"MIX{K3Pu+FO,TPM3,JC,F81+FO}+G4",4
R14399,"MIX{TPM3u+FO,TIM3e}+I+G4",2
R14403,TIM3+FO+I,1
R14405,"MIX{TIM3+FO,JC}+I+G4",2
R14410,TN+FO+G4,1
R14414,TPM3+I,1
R14417,TIM3e+I,1
R14419,"MIX{HKY+FO,TPM3}+I",2
R14420,"MIX{TPM3u+FO,JC}+R2",2
R14423,K2P+I+G4,1
R14424,"MIX{TNe,TIM3e}+G4",2
R14427,K2P+I,1
R14428,F81+FO,1
R14432,HKY+FO+I+R2,1
R14433,"MIX{TPM3u+FO,JC}+R2",2
R14434,"MIX{K2P,JC}+G4",2
R14437,TPM3u+FO+G4,1
R14440,K2P+I,1
R14450,K2P+I,1
R14451,K2P+I,1
R14458,F81+FO+I,1
R14462,HKY+FO+I,1
R14467,TPM3u+FO+I,1
R14469,"MIX{TN+FO,JC}+I",2
R14470,"MIX{TPM3u+FO,K2P}+G4",2
R14471,TPM3+I,1
R14473,"MIX{TPM3,K3P}+I+G4",2
R14474,"MIX{TPM3u+FO,HKY+FO}+G4",2
R14494,"MIX{TIM3e,K3P,JC}+I+G4",3
R14499,K3Pu+FO+R2,1
R14501,"MIX{TPM3u+FO,TPM3,JC}+G4",3
R14504,TPM3u+FO+I+R2,1
R14505,"MIX{TIM3e,TNe}+G4",2
R14506,HKY+FO+G4,1
R14508,"MIX{TIM3e,JC}+I+G4",2
R14534,"MIX{K2P,JC}+G4",2
R14541,HKY+FO+G4,1
R14542,K2P+I,1
R14543,TPM2u+FO+R2,1
R14551,"MIX{K2P,JC}+I",2
R14553,K2P+I,1
R14555,"MIX{HKY+FO,K2P}+I",2
R14556,"MIX{TN+FO,HKY+FO}+I",2
R14558,"MIX{TVM+FO,F81+FO}+R3",2
R14561,"MIX{TPM3u+FO,K3Pu+FO}+I+R2",2
R14573,"MIX{TPM3u+FO,K2P}+I",2
R14574,"MIX{TPM3u+FO,JC}+I",2
R14578,TPM3u+FO+I+G4,1
R14580,"MIX{TIM3e,JC}+I+R2",2
R14581,K2P+G4,1
R14584,JC,1
R14586,"MIX{HKY+FO,JC}+I+G4",2
R14588,"MIX{K2P,JC}+I",2
R14594,"MIX{TIM3e,TPM3,JC}+I+R2",3
R14598,TPM3+G4,1
R14600,K2P+G4,1
R14612,TPM3u+FO+I,1
R14613,TPM2+I,1
R14616,TPM3u+FO+I,1
R14617,"MIX{TIM3+FO,F81+FO,JC}+I+G4",3
R14619,"MIX{HKY+FO,JC}+I",2
R14625,HKY+FO+I,1
R14629,K2P+I,1
R14631,TPM3+I,1
R14634,"MIX{TN+FO,JC}+I",2
R14639,"MIX{TVMe,TPM3u+FO,TPM3}+I+G4",3
R14640,"MIX{TIM3+FO,TIM+FO,K3P}+I+G4",3
R14646,"MIX{TIM3e,TPM3,JC}+G4",3
R14657,"MIX{TPM3,K2P,K3P,K3P}+I+R2",4
R14658,"MIX{TN+FO,F81+FO,F81+FO,TIM3e}+G4",4
R14659,"MIX{TN+FO,TPM3,K3P}+R3",3
R14664,"MIX{TIM3+FO,JC}+G4",2
R14666,"MIX{TIM3e,JC}+I+G4",2
R14667,K2P+I,1
R14670,"MIX{SYM,TPM3,TNe}+G4",3
R14692,TPM3+G4,1
R14693,"MIX{TPM3u+FO,TPM3}+G4",2
R14694,K2P+I,1
R14698,"MIX{HKY+FO,K2P}+G4",2
R14706,"MIX{TVM+FO,F81+FO,HKY+FO}+G4",3
R14708,"MIX{TPM3u+FO,TPM2}+G4",2
R14710,K2P+I,1
R14716,"MIX{TPM3u+FO,JC}+I",2
R14719,K2P+I,1
R14722,"MIX{TPM3u+FO,TIM3e,JC,TPM2}+G4",4
R14724,"MIX{TPM3u+FO,K2P}+R3",2
R14725,K2P+I,1
R14727,TNe+I,1
R14732,"MIX{GTR+FO,TIM2+FO,F81+FO}+G4",3
R14734,"MIX{TPM3,JC}+I",2
R14735,"MIX{TPM2,F81+FO}+G4",2
R14737,"MIX{TPM3u+FO,K2P}+I",2
R14738,"MIX{TIM3+FO,TPM3}+I+G4",2
R14739,TPM3+I,1
R14743,"MIX{TIM2+FO,JC}+I",2
R14744,"MIX{TPM3u+FO,F81+FO}+I+R2",2
R14748,"MIX{TNe,TPM3,JC}+I+G4",3
R14750,"MIX{TPM3u+FO,JC}+I",2
R14752,"MIX{TPM3u+FO,TPM3,JC}+I+R2",3
R14753,"MIX{K3P,JC}+I",2
R14754,"MIX{HKY+FO,TNe}+G4",2
R14756,TPM2u+FO+I,1
R14757,HKY+FO+I,1
R14760,"MIX{TNe,F81+FO}+R2",2
R14762,TPM3u+FO+I+G4,1
R14770,"MIX{TPM3u+FO,JC}+I+G4",2
R14771,"MIX{K2P,K2P}+I+G4",2
R14772,TIM3+FO+G4,1
R14777,"MIX{TPM3u+FO,TIM3e}+I+G4",2
R14778,HKY+FO+I,1
R14780,"MIX{TPM3u+FO,F81+FO}+R2",2
R14781,TPM3+I,1
R14783,"MIX{TPM3u+FO,JC}+R3",2
R14784,K2P+G4,1
R14785,K2P+G4,1
R14791,"MIX{TVM+FO,F81+FO}+R2",2
R14793,K2P+I,1
R14798,"MIX{TPM3u+FO,TPM3}+I+R2",2
R14803,"MIX{TPM3,F81+FO}+G4",2
R14804,"MIX{TPM3,TPM3}+I",2
R14814,"MIX{TN+FO,JC}+I",2
R14815,"MIX{K2P,K2P}+R2",2
R14818,"MIX{TIM3e,K3P,JC}+I+R2",3
R14820,"MIX{K2P,K2P}+G4",2
