File_IDs,BIC Scores from Folder,BIC Values from Specific File,MIX_MF
R13640,17305.2049,17391.418,-86.2131
R13641,5358.2631,5381.478,-23.2149
R13643,3051.6774,3074.076,-22.3986
R13645,13053.4289,13082.316,-28.8871
R13648,4409.9868,4428.939,-18.9522
R13654,2858.3137,2912.97,-54.6563
R13750,4664.9294,4680.86,-15.9306
R13799,7336.6902,7356.978,-20.2878
R13944,5442.1247,5509.074,-66.9493
R13945,2887.6318,2966.596,-78.9642
R13974,4904.8275,4940.827,-35.9995
R13981,9687.5008,9780.134,-92.6332
R13982,3498.2783,3512.744,-14.4657
R13990,14048.178,14062.07,-13.892
R13991,1591.7375,1622.761,-31.0235
R13995,13758.7723,13830.44,-71.6677
R14000,5750.0956,5781.722,-31.6264
R14001,31661.7993,31740.411,-78.6117
R14004,5706.4733,5740.203,-33.7297
R14005,3710.6648,3724.49,-13.8252
R14006,2050.0936,2054.235,-4.1414
R14013,2155.8826,2165.562,-9.6794
R14016,6126.2908,6138.092,-11.8012
R14018,6816.707,6855.618,-38.911
R14025,28947.2802,29032.754,-85.4738
R14028,3653.0028,3664.147,-11.1442
R14029,6223.2282,6226.57,-3.3418
R14032,6163.4811,6164.712,-1.2309
R14033,24319.8703,24361.839,-41.9687
R14041,4901.2811,4932.622,-31.3409
R14043,4461.9126,4474.338,-12.4254
R14048,6204.8939,6216.735,-11.8411
R14051,12711.2139,12743.48,-32.2661
R14055,4739.609,4742.814,-3.205
R14061,13038.027,13042.873,-4.846
R14064,3935.174,3947.58,-12.406
R14066,15092.6461,15113.771,-21.1249
R14068,6703.8734,6713.617,-9.7436
R14069,8642.1643,8665.643,-23.4787
R14077,6944.1906,6962.214,-18.0234
R14081,6569.593,6611.892,-42.299
R14088,11214.155,11298.499,-84.344
R14094,2852.8007,2925.526,-72.7253
R14095,11125.3122,11151.57,-26.2578
R14099,7058.0618,7111.499,-53.4372
R14103,5674.578,5703.517,-28.939
R14105,8461.4559,8485.692,-24.2361
R14109,6623.3299,6662.855,-39.5251
R14117,11639.3382,11718.455,-79.1168
R14119,5995.2099,6013.538,-18.3281
R14125,1918.2543,1938.97,-20.7157
R14136,3538.1555,3551.506,-13.3505
R14138,4295.3304,4298.15,-2.8196
R14139,2600.8945,2608.864,-7.9695
R14143,7056.4954,7068.74,-12.2446
R14144,11095.9295,11127.373,-31.4435
R14147,33075.0255,33178.572,-103.5465
R14151,3793.0329,3821.096,-28.0631
R14155,1792.1155,1798.083,-5.9675
R14161,8663.9532,8689.24,-25.2868
R14167,8524.5351,8578.297,-53.7619
R14168,2233.384,2243.331,-9.947
R14175,6318.8317,6336.341,-17.5093
R14191,2036.4862,2086.24,-49.7538
R14193,6252.653,6193.582,59.071
R14196,1815.3639,1822.268,-6.9041
R14202,2902.0391,2915.735,-13.6959
R14227,6348.7229,6398.03,-49.3071
R14229,6467.5871,6498.996,-31.4089
R14230,3605.1961,3619.877,-14.6809
R14233,20577.8873,20767.524,-189.6367
R14237,2888.4263,2943.178,-54.7517
R14240,5964.059,5974.12,-10.061
R14243,7664.6915,7688.372,-23.6805
R14244,2306.9344,2322.993,-16.0586
R14245,4695.985,4717.607,-21.622
R14249,7082.5779,7100.276,-17.6981
R14250,4671.1901,4682.887,-11.6969
R14252,4354.0925,4383.932,-29.8395
R14253,7514.7756,7522.984,-8.2084
R14254,3568.7208,3576.951,-8.2302
R14257,1863.9332,1904.682,-40.7488
R14264,6024.2129,6085.096,-60.8831
R14265,5217.0046,5250.649,-33.6444
R14266,2676.0416,2697.551,-21.5094
R14268,4561.8499,4617.048,-55.1981
R14271,7435.2876,7465.292,-30.0044
R14272,3613.9755,3643.281,-29.3055
R14273,6612.8546,6624.757,-11.9024
R14274,10692.133,10732.533,-40.4
R14277,3250.5313,3253.937,-3.4057
R14278,6375.9421,6422.066,-46.1239
R14279,9293.2688,9350.034,-56.7652
R14282,5878.3339,5896.674,-18.3401
R14284,3262.3022,3282.318,-20.0158
R14285,1835.3712,1839.231,-3.8598
R14286,2868.4248,2869.018,-0.5932
R14288,6595.6371,6643.636,-47.9989
R14291,4560.2941,4573.264,-12.9699
R14297,24473.0547,24581.421,-108.3663
R14298,5280.8318,5312.76,-31.9282
R14299,6957.4035,6978.539,-21.1355
R14300,14108.1382,14180.033,-71.8948
R14302,2492.2332,2521.5,-29.2668
R14306,2430.2218,2430.891,-0.6692
R14310,5512.7097,5518.947,-6.2373
R14312,2849.396,2875.407,-26.011
R14315,6716.2127,6727.223,-11.0103
R14316,10344.7819,10348.35,-3.5681
R14319,3009.9879,3010.177,-0.1891
R14320,5991.8541,6009.812,-17.9579
R14323,4509.8297,4517.081,-7.2513
R14325,6402.9076,6415.682,-12.7744
R14328,1947.2179,1957.689,-10.4711
R14329,3028.5644,3048.091,-19.5266
R14334,25328.4016,25408.491,-80.0894
R14335,2489.3902,2501.5,-12.1098
R14339,3962.9466,3984.306,-21.3594
R14344,8967.6633,9014.598,-46.9347
R14345,2998.9737,3051.429,-52.4553
R14346,7452.5237,7476.686,-24.1623
R14348,2443.5602,2493.03,-49.4698
R14349,13652.5005,13679.973,-27.4725
R14351,3249.5846,3266.95,-17.3654
R14352,10242.7424,10272.783,-30.0406
R14354,6858.6561,6887.154,-28.4979
R14355,6033.0719,6052.417,-19.3451
R14356,5274.1877,5286.269,-12.0813
R14358,2717.4284,2745.049,-27.6206
R14359,11233.9684,11238.788,-4.8196
R14361,10984.3878,11014.82,-30.4322
R14364,6556.7414,6580.447,-23.7056
R14366,11763.9651,11813.257,-49.2919
R14368,7504.0956,7540.052,-35.9564
R14372,3356.549,3381.324,-24.775
R14373,6145.5401,6178.815,-33.2749
R14377,5112.6163,5178.657,-66.0407
R14378,7244.3968,7280.382,-35.9852
R14384,4986.1435,5007.572,-21.4285
R14385,6869.7395,6878.385,-8.6455
R14387,1483.2241,1506.424,-23.1999
R14394,3525.8336,3546.66,-20.8264
R14396,14263.5703,14377.404,-113.8337
R14397,7081.5284,7184.605,-103.0766
R14399,5653.773,5664.226,-10.453
R14403,5507.8892,5516.707,-8.8178
R14405,8736.3184,8785.654,-49.3356
R14410,7927.8892,7939.544,-11.6548
R14414,3881.4215,3881.419,0.0025
R14417,3813.2324,3889.315,-76.0826
R14419,14433.1068,14468.989,-35.8822
R14420,7589.6475,7629.198,-39.5505
R14423,3757.3276,3781.673,-24.3454
R14424,2748.9231,2762.594,-13.6709
R14427,1697.8143,1748.312,-50.4977
R14428,1697.5008,1733.613,-36.1122
R14432,2583.4354,2584.911,-1.4756
R14433,15841.7476,15887.837,-46.0894
R14434,2771.7831,2778.049,-6.2659
R14437,3630.4335,3659.602,-29.1685
R14440,1421.2743,1476.376,-55.1017
R14450,1733.2523,1786.411,-53.1587
R14451,2648.0949,2648.097,-0.0021
R14458,2799.8518,2819.778,-19.9262
R14462,4394.5884,4415.324,-20.7356
R14467,6321.9583,6336.553,-14.5947
R14469,3539.954,3575.279,-35.325
R14470,12088.1821,12116.07,-27.8879
R14471,2184.6371,2192.297,-7.6599
R14473,10775.2238,10825.073,-49.8492
R14474,9795.4015,9839.036,-43.6345
R14494,7215.4025,7248.831,-33.4285
R14499,2036.7666,2046.758,-9.9914
R14501,28483.4931,28630.889,-147.3959
R14504,4470.7521,4481.318,-10.5659
R14505,8377.061,8425.495,-48.434
R14506,2366.7776,2369.92,-3.1424
R14508,5946.5739,5979.332,-32.7581
R14534,3234.8311,3264.602,-29.7709
R14541,2807.6818,2817.554,-9.8722
R14542,1111.2169,1141.871,-30.6541
R14543,2712.2996,2754.558,-42.2584
R14551,4570.2706,4595.555,-25.2844
R14553,3791.687,3826.575,-34.888
R14555,5764.7645,5809.381,-44.6165
R14556,5031.2,5029.655,1.545
R14558,15035.7129,15106.986,-71.2731
R14561,9796.2406,9843.125,-46.8844
R14573,4051.9446,4067.932,-15.9874
R14574,4455.9994,4474.457,-18.4576
R14578,6314.7062,6336.449,-21.7428
R14580,6349.9214,6394.323,-44.4016
R14581,2590.4061,2591.041,-0.6349
R14584,1531.274,1677.048,-145.774
R14586,10635.2489,10667.615,-32.3661
R14588,7626.3698,7652.535,-26.1652
R14594,13455.4182,13601.122,-145.7038
R14598,1675.1445,1719.66,-44.5155
R14600,4555.0884,4556.905,-1.8166
R14612,4473.5298,4497.832,-24.3022
R14613,1800.7868,1863.895,-63.1082
R14616,5467.3308,5475.917,-8.5862
R14617,11091.6101,11128.684,-37.0739
R14619,6051.8779,6073.601,-21.7231
R14625,1659.8706,1686.754,-26.8834
R14629,3476.3002,3490.14,-13.8398
R14631,3001.7177,3005.062,-3.3443
R14634,8879.4176,8893.678,-14.2604
R14639,10755.1172,10856.543,-101.4258
R14640,10236.145,10297.395,-61.25
R14646,8954.7985,8995.31,-40.5115
R14657,7493.2682,7582.432,-89.1638
R14658,12597.534,12667.217,-69.683
R14659,9727.193,9847.859,-120.666
R14664,6756.2547,6781.871,-25.6163
R14666,7623.0674,7649.198,-26.1306
R14667,1779.8623,1830.103,-50.2407
R14670,10226.3134,10295.537,-69.2236
R14692,1969.7079,1985.454,-15.7461
R14693,12704.4489,12776.622,-72.1731
R14694,2711.6392,2716.15,-4.5108
R14698,5046.5697,5081.588,-35.0183
R14706,22587.9188,22628.08,-40.1612
R14708,2043.6398,2033.813,9.8268
R14710,1254.6142,1258.508,-3.8938
R14716,5657.7046,5666.739,-9.0344
R14719,2231.1972,2321.275,-90.0778
R14722,7387.2768,7451.464,-64.1872
R14724,2912.7123,2939.751,-27.0387
R14725,4328.324,4341.823,-13.499
R14727,3669.3208,3683.021,-13.7002
R14732,12832.7161,12949.671,-116.9549
R14734,3265.0607,3276.593,-11.5323
R14735,4343.9523,4396.725,-52.7727
R14737,5047.1185,5059.313,-12.1945
R14738,6935.7818,6989.432,-53.6502
R14739,2866.2495,2908.926,-42.6765
R14743,4046.1407,4056.692,-10.5513
R14744,30754.7446,30806.808,-52.0634
R14748,8388.9873,8447.911,-58.9237
R14750,4314.3394,4329.993,-15.6536
R14752,14070.4165,14137.082,-66.6655
R14753,3801.0262,3828.078,-27.0518
R14754,4835.8705,4857.958,-22.0875
R14756,2976.9094,2993.277,-16.3676
R14757,5428.8172,5464.278,-35.4608
R14760,2189.4496,2211.568,-22.1184
R14762,5384.4215,5392.789,-8.3675
R14770,10474.2464,10502.26,-28.0136
R14771,4713.5407,4753.199,-39.6583
R14772,5200.2007,5210.667,-10.4663
R14777,6683.4885,6713.774,-30.2855
R14778,2051.6435,2060.287,-8.6435
R14780,9466.2723,9547.227,-80.9547
R14781,4977.1365,4993.197,-16.0605
R14783,7656.1095,7674.273,-18.1635
R14784,3659.94,3678.303,-18.363
R14785,2391.2523,2397.649,-6.3967
R14791,5045.1586,5104.545,-59.3864
R14793,1575.6,1615.119,-39.519
R14798,9168.3293,9220.94,-52.6107
R14803,3151.9078,3155.615,-3.7072
R14804,2126.2305,2139.536,-13.3055
R14814,10197.586,10455.271,-257.685
R14815,3288.5672,3356.675,-68.1078
R14818,8594.6142,8639.877,-45.2628
R14820,3508.4431,3530.76,-22.3169
R14823,5481.9417,5492.019,-10.0773
R14824,5537.8947,5544.82,-6.9253
R14826,35799.0334,35853.17,-54.1366
R14831,2582.6015,2602.819,-20.2175
R14834,13372.2937,13419.458,-47.1643
R14837,9750.5499,9779.875,-29.3251
R14838,15266.3598,15358.529,-92.1692
R14844,6752.5103,6865.484,-112.9737
R14846,4442.572,4473.776,-31.204
R14848,6256.7217,6286.19,-29.4683
R14849,11591.665,11646.416,-54.751
R14850,11387.488,11403.125,-15.637
R14851,2964.4027,2964.435,-0.0323
R14854,20119.2348,20163.585,-44.3502
R14855,20607.9766,20680.541,-72.5644
R14859,5041.5638,5068.002,-26.4382
R14863,6051.0563,6053.245,-2.1887
R14867,17971.7991,18031.763,-59.9639
R14868,5068.0832,5121.758,-53.6748
R14870,3840.7863,3898.278,-57.4917
R14872,9491.4144,9504.68,-13.2656
R14873,4661.8819,4678.486,-16.6041
R14877,14784.9318,14845.977,-61.0452
R14879,12924.1494,12990.596,-66.4466
R14884,3693.3669,3716.489,-23.1221
R14885,8502.925,8565.865,-62.94
R14890,2431.1046,2537.006,-105.9014
R14893,6888.1053,6908.743,-20.6377
R14900,15877.9382,15999.016,-121.0778
R14902,3918.663,3969.524,-50.861
R14913,3691.2249,3702.912,-11.6871
R14919,22252.7043,22411.208,-158.5037
R14927,6459.2091,6536.197,-76.9879
R14934,2969.6616,2986.08,-16.4184
R14937,3326.5649,3341.632,-15.0671
R14938,1669.89,1706.291,-36.401
R14943,1720.8584,1733.588,-12.7296
R14952,2739.8295,2757.693,-17.8635
R14953,10768.5034,10789.194,-20.6906
R14957,2525.8185,2537.86,-12.0415
R14958,4622.3459,4643.406,-21.0601
R14959,10635.9288,10656.698,-20.7692
R14960,9253.6501,9290.807,-37.1569
R14963,10086.0622,10083.857,2.2052
R14965,3759.3102,3789.84,-30.5298
R14970,5755.0994,5782.202,-27.1026
R14972,3907.8852,3925.221,-17.3358
R14973,14550.4111,14615.261,-64.8499
R14974,2724.4407,2746.548,-22.1073
R14981,5007.072,5069.955,-62.883
R14986,2607.6774,2610.333,-2.6556
R14990,2277.3554,2278.21,-0.8546
R14993,4772.544,4810.763,-38.219
R14996,4247.7519,4263.557,-15.8051
R15000,1617.0526,1677.173,-60.1204
R15001,7276.977,7298.963,-21.986
R15003,3226.4633,3235.474,-9.0107
R15004,9183.2409,9251.434,-68.1931
R15005,3173.8414,3218.305,-44.4636
R15006,6837.8829,6897.103,-59.2201
R15007,3640.9963,3678.132,-37.1357
R15008,13810.8794,13912.119,-101.2396
R15009,5970.6362,5998.579,-27.9428
R15010,8573.4786,8668.212,-94.7334
R15019,7393.0642,7371.869,21.1952
R15026,8089.1733,8133.702,-44.5287
R15030,1981.8027,1994.227,-12.4243
R15036,11437.4065,11481.62,-44.2135
R15045,2886.3158,2915.736,-29.4202
R15048,3224.9864,3238.909,-13.9226
R15050,14337.4317,14368.371,-30.9393
R15051,10782.5074,10808.345,-25.8376
R15061,19105.3931,19241.023,-135.6299
R15062,10686.1875,10704.274,-18.0865
R15073,2620.9002,2654.485,-33.5848
R15075,6072.1325,6093.675,-21.5425
R15076,2932.6074,2963.226,-30.6186
R15079,5912.2281,5938.382,-26.1539
R15083,1826.9947,1832.59,-5.5953
R15084,7564.1923,7609.525,-45.3327
R15088,3029.8259,3050.221,-20.3951
R15090,4954.4186,5023.351,-68.9324
R15091,9782.4993,9846.896,-64.3967
R15092,1511.2002,1566.21,-55.0098
R15093,7983.6149,8040.412,-56.7971
R15095,6060.3417,6085.108,-24.7663
R15098,3209.4802,3222.282,-12.8018
R15100,7338.2778,7376.892,-38.6142
R15101,10403.0561,10453.698,-50.6419
R15103,10224.0142,10320.752,-96.7378
R15104,4871.5812,4896.134,-24.5528
R15107,7840.9894,7909.027,-68.0376
R15116,3873.9991,3942.566,-68.5669
R15127,12478.5793,12483.24,-4.6607
R15139,1751.3909,1811.213,-59.8221
R15150,2497.6166,2551.544,-53.9274
R15159,2406.4175,2421.077,-14.6595
R15160,10974.3023,11077.94,-103.6377
R15166,6577.5373,6590.87,-13.3327
R15168,1320.1366,1376.274,-56.1374
R15171,1359.7608,1467.3,-107.5392
R15172,3099.8409,3101.996,-2.1551
R15176,10224.7962,10285.054,-60.2578
R15177,8172.3865,8197.472,-25.0855
R15179,6196.1181,6252.411,-56.2929
R15181,13403.9842,13447.639,-43.6548
R15184,10842.8816,10893.886,-51.0044
R15185,13630.2834,13689.872,-59.5886
R15188,5589.4466,5611.021,-21.5744
R15189,8161.396,8187.776,-26.38
R15194,10402.9342,10510.367,-107.4328
R15197,5254.0121,5288.311,-34.2989
R15198,19475.5336,19552.089,-76.5554
R15201,5872.826,5914.117,-41.291
R15202,13299.6105,13476.806,-177.1955
R15203,6669.0279,6709.075,-40.0471
R15204,2150.0299,2209.255,-59.2251
R15213,1334.0017,1360.038,-26.0363
R15216,1310.4195,1457.732,-147.3125
R15218,3695.352,3698.677,-3.325
R15221,1727.0333,1764.526,-37.4927
R15238,8171.8795,8202.51,-30.6305
R15240,6915.2415,6933.512,-18.2705
R15241,6724.2086,6754.391,-30.1824
R15245,8354.1226,8356.397,-2.2744
R15250,4991.4433,5062.092,-70.6487
R15251,13215.8922,13307.73,-91.8378
R15257,1633.8725,1682.268,-48.3955
R15264,3752.6769,3684.638,68.0389
R15272,17970.9285,18032.848,-61.9195
R15283,4216.0173,4257.416,-41.3987
R15289,7332.0082,7382.952,-50.9438
R15293,6766.4992,6832.364,-65.8648
R15295,5792.112,5817.023,-24.911
R15297,5260.499,5270.598,-10.099
R15299,8845.1574,8861.658,-16.5006
R15302,4191.1904,4232.307,-41.1166
R15303,3730.8242,3769.228,-38.4038
R15308,4197.9077,4226.482,-28.5743
R15313,3226.9666,3231.126,-4.1594
R15320,2249.8325,2268.822,-18.9895
R15322,4856.2441,4895.231,-38.9869
R15323,11628.5151,11657.612,-29.0969
R15330,2209.1024,2221.673,-12.5706
R15331,3355.9515,3372.019,-16.0675
R15332,2776.919,2809.129,-32.21
R15339,2552.4246,2579.175,-26.7504
R15344,5060.89,5081.461,-20.571
R15345,15670.4743,15737.003,-66.5287
R15351,6997.911,6999.82,-1.909
R15361,3065.2464,3098.784,-33.5376
R15362,3881.5959,3897.912,-16.3161
R15365,8159.5692,8176.134,-16.5648
R15372,15533.8386,15610.295,-76.4564
R15374,6220.496,6282.09,-61.594
R15380,5098.1275,5137.88,-39.7525
R15386,7066.1825,7088.364,-22.1815
R15387,6932.0194,6944.064,-12.0446
R15401,7322.0803,7371.375,-49.2947
R15402,18696.9529,18763.032,-66.0791
R15406,5537.4747,5602.671,-65.1963
R15407,7244.879,7300.279,-55.4
R15409,4971.0283,4990.779,-19.7507
R15414,11445.8646,11515.795,-69.9304
R15424,5344.6066,5364.624,-20.0174
R15427,13403.1652,13493.258,-90.0928
R15429,2711.9528,2741.578,-29.6252
R15438,1501.3476,1502.008,-0.6604
R15440,4801.8383,4823.117,-21.2787
R15442,3260.446,3277.408,-16.962
R15445,10431.4671,10520.931,-89.4639
R15446,1396.033,1416.25,-20.217
R15447,5782.0671,5838.189,-56.1219
R15450,2292.025,2297.243,-5.218
R15452,1094.6017,1163.38,-68.7783
R15465,3696.8474,3730.558,-33.7106
R15471,4944.018,4955.348,-11.33
R15486,10811.6724,10921.095,-109.4226
R15494,4833.032,4867.236,-34.204
R15643,9624.7272,9766.603,-141.8758
R15648,10690.6155,10786.171,-95.5555
R15679,9895.2237,9936.948,-41.7243
R15680,13149.8856,13210.967,-61.0814
R15690,5897.0006,5913.174,-16.1734
R15693,11228.9127,11224.56,4.3527
R15695,20639.079,20749.821,-110.742
R15697,12718.479,12789.921,-71.442
R15700,1474.1167,1488.506,-14.3893
R15708,4370.8027,4392.942,-22.1393
R15709,6961.1669,7013.937,-52.7701
R15710,8597.2298,8627.039,-29.8092
R15712,7190.4568,7256.379,-65.9222
R15713,2163.0988,2218.938,-55.8392
R15716,12333.3645,12450.035,-116.6705
R15722,1578.0611,1637.52,-59.4589
R15725,8164.0604,8234.948,-70.8876
R15726,7116.4724,7131.469,-14.9966
R15727,3834.0297,3867.237,-33.2073
R15730,2116.245,2117.642,-1.397
R15736,24158.071,24234.516,-76.445
R15743,2870.1659,2881.435,-11.2691
R15752,9352.3306,9391.175,-38.8444
R15754,12307.1185,12360.663,-53.5445
R15757,5169.3887,5228.107,-58.7183
R15758,9381.0446,9438.765,-57.7204
R15761,10298.4255,10320.166,-21.7405
R15762,5631.1695,5666.816,-35.6465
R15763,6737.7336,6753.429,-15.6954
R15764,6645.2358,6695.161,-49.9252
R15766,5615.29,5646.775,-31.485
R15770,2630.2104,2640.092,-9.8816
R15775,6241.8891,6271.374,-29.4849
R15778,9573.3137,9639.138,-65.8243
R15779,12205.7546,12219.355,-13.6004
R15780,5218.6419,5242.712,-24.0701
R15784,12975.2367,13031.954,-56.7173
R15786,12407.6582,12430.469,-22.8108
R15789,6963.747,6989.288,-25.541
R15790,8800.3153,8843.155,-42.8397
R15791,5865.6304,5888.201,-22.5706
R15792,23871.6286,23883.117,-11.4884
R15795,5010.5487,5015.02,-4.4713
R15797,9300.7054,9373.39,-72.6846
R15802,3949.3603,3953.611,-4.2507
R15804,12790.9974,12865.979,-74.9816
R15812,3287.7774,3299.67,-11.8926
R15834,14731.963,14865.676,-133.713
R15835,4036.1431,4059.425,-23.2819
R15838,4759.5625,4785.014,-25.4515
R15848,9527.2439,9570.516,-43.2721
R15849,9091.7158,9127.613,-35.8972
R15853,2077.0586,2102.545,-25.4864
R15856,4324.3892,4377.471,-53.0818
R15865,7095.5882,7118.27,-22.6818
R15872,15380.6726,15456.429,-75.7564
R15873,10679.2281,10763.232,-84.0039
R15877,7744.0461,7774.781,-30.7349
R15882,14439.2775,14472.123,-32.8455
R15884,2378.274,2403.29,-25.016
R15886,7578.0953,7611.578,-33.4827
R15891,1242.7626,1261.713,-18.9504
R15893,4629.6562,4640.786,-11.1298
R15901,2984.3097,2982.498,1.8117
R15902,14328.4476,14373.166,-44.7184
R15904,4682.6303,4718.777,-36.1467
R15911,10101.5269,10106.866,-5.3391
R15914,3339.0873,3345.7,-6.6127
R15919,5606.7798,5609.427,-2.6472
R15921,4342.3894,4355.569,-13.1796
R15924,1672.3629,1714.928,-42.5651
R15925,2399.056,2399.061,-0.005
R15926,17914.671,17954.166,-39.495
R15927,11165.3418,11232.026,-66.6842
R15931,3925.737,3982.582,-56.845
R15932,3087.503,3107.239,-19.736
R15933,3429.1039,3431.781,-2.6771
R15934,4791.6127,4796.34,-4.7273
R15935,5947.8196,5954.275,-6.4554
R15936,15740.8173,15802.022,-61.2047
R15937,2625.2369,2642.524,-17.2871
R15938,3720.1439,3725.289,-5.1451
R15939,1733.3292,1733.619,-0.2898
R15940,4081.1457,4087.993,-6.8473
R15941,13626.761,13680.847,-54.086
R15942,7014.753,7043.884,-29.131
R15943,3607.8613,3622.687,-14.8257
R15945,4328.6796,4336.687,-8.0074
R15948,14661.9088,14728.287,-66.3782
R15949,4058.8072,4072.929,-14.1218
R15952,4793.2114,4812.516,-19.3046
R15954,4607.9232,4645.677,-37.7538
R15955,3508.8846,3517.506,-8.6214
R15956,3183.6821,3192.786,-9.1039
R15957,1376.8248,1395.447,-18.6222
R15960,7689.4479,7746.967,-57.5191
R15963,5773.5062,5790.945,-17.4388
R15968,3181.6702,3199.228,-17.5578
R15974,2627.7746,2634.858,-7.0834
R15976,7076.3862,7109.607,-33.2208
R15977,7146.4314,7179.32,-32.8886
R15980,4713.4542,4737.286,-23.8318
R15982,8856.7513,8858.885,-2.1337
R15985,8914.6468,8929.292,-14.6452
R15987,10713.3969,10770.235,-56.8381
R15989,13137.4338,13226.23,-88.7962
R15996,25073.23,25399.227,-325.997
R16001,8767.333,8799.228,-31.895
R16005,1866.9871,1945.191,-78.2039
R16009,1956.6512,1970.899,-14.2478
R16010,14578.1852,14606.498,-28.3128
R16011,7093.5905,7103.084,-9.4935
R16014,2219.1355,2236.953,-17.8175
R16015,11689.2465,11751.136,-61.8895
R16019,3167.0654,3187.266,-20.2006
R16022,27519.9061,27649.544,-129.6379
R16023,7234.7088,7264.178,-29.4692
R16028,8845.4023,8919.478,-74.0757
R16031,2505.3031,2509.472,-4.1689
R16032,2536.0511,2565.342,-29.2909
R16033,1573.4753,1579.518,-6.0427
R16034,3902.5232,3929.02,-26.4968
R16037,4879.5568,4894.913,-15.3562
R16041,2866.5645,2870.562,-3.9975
R16042,3042.304,3050.67,-8.366
R16044,10118.3453,10251.486,-133.1407
R16045,3334.9932,3338.38,-3.3868
R16052,17701.9043,17766.741,-64.8367
R16053,5946.9408,5980.101,-33.1602
R16054,4931.4257,4934.864,-3.4383
R16056,9843.8065,9871.289,-27.4825
R16058,3886.3968,3896.483,-10.0862
R16060,12861.1447,12946.177,-85.0323
R16061,25876.0034,25920.32,-44.3166
R16065,3959.9105,3976.904,-16.9935
R16066,11434.3441,11473.613,-39.2689
R16067,6949.8793,6987.101,-37.2217
R16068,1228.1491,1230.496,-2.3469
R16071,8604.7813,8624.089,-19.3077
R16072,1699.7823,1748.382,-48.5997
R16073,4421.0787,4426.165,-5.0863
R16074,4853.8328,4891.747,-37.9142
R16075,11429.7718,11465.34,-35.5682
R16076,5076.7143,5105.795,-29.0807
R16077,4962.3037,4997.595,-35.2913
R16078,3433.3028,3457.242,-23.9392
R16079,9216.9731,9283.458,-66.4849
R16080,9130.1817,9146.99,-16.8083
R16086,6385.8114,6398.443,-12.6316
R16087,9145.8595,9239.136,-93.2765
R16088,4705.7728,4717.508,-11.7352
R16090,5752.2676,5760.426,-8.1584
R16093,1429.4305,1453.795,-24.3645
R16094,8514.4866,8539.392,-24.9054
R16095,3094.283,3103.623,-9.34
R16098,8688.023,8727.818,-39.795
R16101,10118.2093,10132.018,-13.8087
R16102,6627.1593,6655.696,-28.5367
R16104,3925.183,3937.645,-12.462
R16105,3398.0598,3424.924,-26.8642
R16106,2124.864,2283.319,-158.455
R16107,5118.0002,5127.431,-9.4308
R16111,4235.6766,4249.059,-13.3824
R16112,8331.9461,8376.851,-44.9049
R16117,5576.1687,5584.995,-8.8263
R16125,3572.6607,3592.942,-20.2813
R16133,10546.0622,10574.63,-28.5678
R16134,12476.8984,12567.277,-90.3786
R16136,1667.3544,1689.463,-22.1086
R16137,23991.0136,24064.333,-73.3194
R16144,14699.7051,14751.957,-52.2519
R16152,3505.1476,3532.859,-27.7114
R16154,4496.3844,4521.821,-25.4366
R16155,5729.3446,5734.597,-5.2524
R16159,5301.1816,5341.849,-40.6674
R16162,1785.575,1814.91,-29.335
R16164,4790.8317,4798.736,-7.9043
R16166,4252.1823,4265.926,-13.7437
R16169,20215.6228,20266.353,-50.7302
R16173,2186.2362,2194.007,-7.7708
R16179,13023.5075,13085.797,-62.2895
R16180,1419.2096,1442.51,-23.3004
R16181,6359.5687,6389.836,-30.2673
R16190,4117.8396,4157.056,-39.2164
R16191,6139.4267,6156.598,-17.1713
R16194,2656.5066,2659.826,-3.3194
R16201,10241.2601,10256.723,-15.4629
R16206,2017.6667,2087.938,-70.2713
R16215,2638.2458,2672.188,-33.9422
R16218,1458.8613,1524.741,-65.8797
R16221,10894.1423,10951.057,-56.9147
R16224,5749.1682,5788.599,-39.4308
R16226,15496.9221,15531.715,-34.7929
R16227,24562.312,24764.68,-202.368
R16236,4579.4625,4587.42,-7.9575
R16239,16565.2826,16625.613,-60.3304
R16244,4982.0623,4989.192,-7.1297
R16246,3092.4087,3096.635,-4.2263
R16248,5960.1339,5956.514,3.6199
R16250,9443.496,9460.457,-16.961
R16251,21670.4446,21730.24,-59.7954
R16253,5792.8023,5805.843,-13.0407
R16255,3109.4819,3146.105,-36.6231
R16256,2816.2189,2832.69,-16.4711
R16257,2845.0937,2866.376,-21.2823
R16261,8172.8884,8198.261,-25.3726
R16264,7182.0502,7224.067,-42.0168
R16265,9114.4594,9146.723,-32.2636
R16268,8866.5765,8868.726,-2.1495
R16272,5729.2177,5764.422,-35.2043
R16274,26401.5379,26521.315,-119.7771
R16276,5554.963,5582.932,-27.969
R16284,13561.9121,13611.399,-49.4869
R16287,26053.9224,26215.151,-161.2286
R16288,2471.1761,2489.702,-18.5259
R16290,5760.8293,5802.946,-42.1167
R16299,8335.086,8415.686,-80.6
R16300,4083.4609,4109.221,-25.7601
R16312,4066.2594,4096.922,-30.6626
R16322,2628.2371,2755.714,-127.4769
R16324,7053.2956,7056.851,-3.5554
R16338,2002.5366,2023.21,-20.6734
R16339,5712.6703,5743.016,-30.3457
R16345,9686.2543,9702.394,-16.1397
R16357,2726.5927,2730.523,-3.9303
R16359,7959.6183,7997.742,-38.1237
